open,high,low,volume,amount,noise,close
26.7786,27.0771,26.7686,151904176,4082389286,0.133366667,26.9643
26.9428,27.0928,26.3614,169720581,4548341850,-0.001433333,26.5857
26.6943,26.8857,26.0479,187602996,4979477535,0.072833333,26.4814
26.2886,26.7271,26.1757,181706405,4796528200,-0.256666667,26.4557
26.62,27.12,26.5286,188408417,5041093287,0.248566667,27.0614
26.8571,27.1357,26.5071,241065722,6468588838,0.232366667,26.52
26.3986,26.42,25.1071,471402121,12244780087,-0.1395,25.9443
25.7871,26.6828,25.5743,285075086,7416152342,0.2919,26.52
26.3343,26.5714,25.6557,240184982,6289756148,0.327166667,25.83
25.9271,26.0857,24.4571,326588948,8324741398,0.1195,24.7514
24.52,24.88,23.6157,336293331,8184897656,-0.161866667,24.6243
24.4714,25.4143,24.1528,262753619,6484627940,-0.2786,25.2628
25.4428,25.9986,25.3443,224854207,5755195894,0.1424,25.9186
25.8743,26.0286,25.3357,202745121,5219916434,-0.092833333,25.5357
25.5071,26.0486,25.2571,197969579,5068865893,0.341866667,25.8428
25.6214,25.8571,25,221920997,5657394990,0.125766667,25.0386
24.9628,25.1257,24.5086,161343188,4011911310,0.0333,24.7371
24.6243,25.1114,24.5186,155477327,3848286694,-0.2619,24.75
24.9443,25.5471,24.84,160818538,4038228538,0.592866667,25.3414
24.8671,24.9777,24.0014,217047805,5342718539,-0.003833333,24.0371
23.7871,24.3671,23.45,259441218,6192360287,0.121466667,24.2986
24.3128,24.5714,23.8029,170970151,4142441488,-0.1919,23.92
23.4614,24.96,23.4286,277547563,6647264134,0.284766667,24.9543
25.0286,25.35,24.0255,209373493,5192748770,-0.1595,24.0257
24.2271,24.5957,23.6786,130859299,3162494127,-0.384766667,24.3028
24.7371,25.3043,24.5571,204853661,5093925277,-0.2205,25.0228
25.0571,25.6714,24.6771,222032297,5580826192,0.221466667,25.65
25.7428,25.8443,24.8771,223687237,5701355209,-0.145266667,24.8928
24.9886,25.3343,24.4814,209579153,5225807278,0.248066667,25.2328
25.0671,25.3014,24.4286,232340220,5792791556,-0.379033333,24.6543
25.6057,25.6143,24.7257,221327816,5602965305,0.268566667,24.84
24.64,24.82,23.77,259847638,6342880844,-0.1776,24.2343
24.3143,24.7043,24.0857,186930436,4555139557,-0.013833333,24.6871
24.8714,24.9971,24.4843,188662937,4675872541,0.4738,24.5443
24.0743,24.2357,23.5714,215647245,5167008626,-0.137566667,23.5929
23.8428,23.9286,23.0171,310129983,7317878767,1.026666667,23.7557
21.2857,23.2514,20.9329,469122431,10237815186,-0.343333333,23.1457
23.57,24.0528,23.08,264714109,6238676235,0.436633333,23.7514
23.4743,23.6086,22.6357,209452873,4867587024,-0.212366667,22.7186
22.9143,23.2857,22.6643,158194517,3631318226,0.357166667,23.16
23.1914,23.21,22.0029,195099859,4448556428,-0.175733333,22.0571
22.2014,22.7786,21.95,170951881,3813936465,-0.166666667,22.44
22.54,22.9271,22.2971,181038184,4089302569,0.155733333,22.84
22.5057,23.1714,22.4257,159163178,3613152693,0.063766667,22.7071
22.8429,22.8557,22.25,130755839,2961558734,0.1662,22.38
22.3714,22.5571,21.8443,147694724,3287330089,-0.457166667,21.89
22.2029,22.9714,22.1171,171931322,3856499787,-0.137133333,22.9486
22.8529,23.9143,22.5714,197800459,4571735635,0.1,23.4557
23.2443,23.7357,23.0714,168008730,3923082250,-0.2986,23.3671
23.4086,24.2357,23.3929,178425574,4224951062,-0.215733333,24.2214
24.2957,25.2143,24.2386,222653337,5473457296,-0.149033333,24.7943
24.7886,25.6128,24.7871,208987793,5237826225,-0.181933333,25.2471
25.4257,25.7143,25.1286,210556213,5352942529,0.045266667,25.6143
25.4757,25.7786,25.4057,177684343,4540427245,0.1838,25.6171
25.5771,25.6786,25.0071,176996663,4499420370,0.024766667,25.1057
25.0814,25.4014,24.8314,137832351,3460244417,0.129033333,25.0557
24.9343,25.2957,24.5443,153915766,3836314554,-0.1692,24.79
24.9676,25.2771,24.8014,126718798,3169917196,0.139033333,25.12
24.9243,25.0643,24.5557,134917270,3352437817,-0.191866667,24.8986
25.1171,25.3571,25.0814,109873363,2767182622,0.232366667,25.2557
25.1643,25.1757,24.5228,121049286,3020696163,-0.0619,24.65
24.68,24.9828,24.6586,111348823,2758533471,-0.033333333,24.8057
24.7586,25.1086,24.5987,119143396,2957373404,0.0152,24.9528
25.04,25.1786,24.6786,107703362,2688893415,0.2376,24.82
24.7086,24.7857,24.1486,149788565,3676954771,0.0224,24.2186
24.6286,24.7857,23.5714,194434788,4730319702,-0.067633333,23.7414
23.8343,24.0971,23.4286,183683415,4369216165,0.3257,23.8514
23.6943,23.9875,22.9729,185707606,4373705063,0.174733333,23.0314
22.6557,23.2,22.5214,196548999,4479816853,-0.1014,22.8829
23.51,23.5557,21.6369,261433418,5987051848,0.3476,22.56
22.4086,22.8514,21.3986,311031163,6910967294,-0.027133333,21.6686
21.76,22.1414,21.2571,243263793,5283567952,0.113833333,21.6586
21.1686,21.8557,20.8571,242589553,5165653424,0.2595,21.8071
21.5586,21.5586,20.9286,198030689,4227677967,0.7376,21.2771
20.29,21.0986,20.0514,229793129,4706163282,0.332333333,20.0514
19.1229,20.3571,18.8786,299580630,5827702051,0.640033333,19.9829
19.7843,19.7871,18.2614,299816530,5779743139,-0.4286,18.2614
18.6529,20,17.24,418680276,7800418266,-0.73,19.1557
20.3714,20.6,19.4729,357663987,7206249776,0.515733333,20.13
19.9914,20.0357,18.6657,213955344,4185879405,0.162366667,18.7214
18.8357,19.4,18.0943,319662166,6002189937,-0.1095,18.12
18.1814,18.7071,17.8786,261674499,4777051151,-0.205266667,18.3871
18.5429,19.2557,18.36,250381675,4687028111,0.509966667,18.8471
17.8443,18.5429,17.5714,281382864,5061008468,1.504766667,18.32
17.0886,17.0971,14.37,654877916,10599351875,-0.5424,15.0371
15.4643,16.4286,15.1857,406771382,6383409062,0.299,16.2371
15.9886,16.0514,15.3414,324046757,5117929671,0.4824,15.5886
15.43,15.5414,14.2857,402176091,6067107856,-0.0414,14.3
14.8571,15.2143,13.5214,573323692,8330928347,0.192366667,13.8671
13.1371,14.1114,12.5057,526652508,6978883045,0.3162,14.02
14.3543,14.5,12.7071,469562941,6505231072,0.1246,12.7371
12.2733,13.7614,12.24,551839846,7040501518,-0.119533333,12.8271
13.3357,13.6857,12.3714,404188521,5307372523,-0.2391,12.6771
12.2429,14.2857,12.1429,554729026,7150734510,-1.009966667,13.8286
14.9357,15.79,14.4314,384649975,5789892462,0.008533333,15.7514
16.6086,16.6286,14.7343,494854438,7912969891,0.303333333,14.8686
14.8343,15.2857,13.9843,395504039,5814476262,-0.274266667,13.9929
14.2529,14.7757,13.1057,489081257,6869032136,0.322833333,14.5557
14.2286,14.5771,12.2693,440238462,6027598276,-0.162866667,13.9143
14.2543,14.29,13.3771,386529336,5401283635,0.401933333,14.0629
13.85,13.9857,13.0229,496907469,6767647838,-0.5362,13.07
13.91,14.4643,13.2757,561642508,7797470153,-0.0476,13.8386
13.7871,14.1786,13.1286,418415956,5731503607,0.4643,14.0329
12.9043,13.9857,12.8729,397326629,5266286339,0.2667,13.7686
13.5814,13.9471,13.1229,301981701,4091992973,-0.531466667,13.1557
13.6329,14.3571,13.1957,407733112,5597591210,-0.266166667,14.2729
14.4086,15.6486,14.2771,487927166,7210636452,-0.4843,14.9357
15.4614,16.0271,15.3729,409149983,6391113671,0.337633333,15.8629
15.3429,15.8257,15.02,414654784,6384107985,0.109033333,15.37
15.1329,15.5857,14.98,264454899,4028406216,-0.3362,15.28
15.7129,15.97,15.2386,349631275,5468407957,0.465233333,15.8557
15.5586,15.6743,14.7129,313994544,4808910173,0.307133333,14.7571
14.4357,14.6829,14,329509489,4735995951,0.034266667,14.1571
14.1771,14.2643,13.6743,273709112,3842483616,0.0205,14.0343
14.31,14.3429,13.5,280864234,3946413990,0.103766667,13.6971
13.5443,13.8814,13.18,305980172,4141513023,0.332866667,13.5386
13.2043,13.32,12.8586,293845458,3857495429,-0.289033333,12.8743
12.8386,13.7771,12.2886,463442489,6009968542,0.422833333,13.7771
13.3943,13.4271,12.8571,350974365,4642045447,0.1838,12.8914
12.64,12.9357,12.4657,290591997,3684842132,-0.155733333,12.5914
12.8057,12.9986,12.4086,302382171,3851633221,0.1948,12.8443
12.7771,13.0829,12.3157,292861538,3726731405,0.326166667,12.3271
12.1771,12.35,11.4286,428763569,5138831419,-0.168066667,11.4986
11.7043,12.0171,11.3057,392046668,4577419282,-0.6191,11.7971
12.1729,13.5414,12.12,360468748,4546027584,0.0224,13.2786
13.5186,13.53,12.5943,308776603,4080266665,-0.1581,12.9714
12.8457,13.6071,12.8357,224858127,2944779508,0.1252,13.5714
13.5286,13.5371,13.1229,75301403,1008752655,0.243333333,13.2386
13.0429,13.1814,12.7033,230862519,2995641265,-0.220933333,12.7043
12.8614,13.2357,12.3571,287117476,3680290949,-0.017133333,13.21
12.7714,13.7471,12.6857,334651410,4373246936,0.2838,13.7
13.49,13.6014,12.7229,272823192,3620754804,-0.072833333,13.0586
12.9071,13.4986,12.6943,260894768,3400328476,-0.428533333,13.4286
13.8971,14.4,13.6857,295986969,4142120574,0.0638,14.2457
14.0057,14.8,13.8871,300828240,4281066628,0.1924,14.2943
13.9814,14.2129,13.7857,234464370,3280938084,0.193833333,14.03
13.9071,14.4629,13.5471,260101878,3634238810,-0.050966667,13.5714
13.2571,14.1429,13.2186,260267638,3523902360,0.2762,14.0386
13.7129,13.7443,13.2857,222574447,3022776146,0.004266667,13.5357
13.4257,13.7829,13.25,270637301,3649868769,0.508133333,13.6329
13.0043,13.0143,12.5743,322891827,4153777330,-0.020033333,12.7371
12.7586,12.9757,12.6343,214053904,2737649540,-0.051433333,12.7757
12.8486,12.9914,12.6857,200379260,2573250419,0.201866667,12.8571
12.86,12.8614,12.0986,211098153,2661244049,-0.084266667,12.2486
12.41,12.5529,12.2714,158729808,1970064430,0.075233333,12.34
12.3057,12.3214,12.0786,67864978,830343841,-0.112833333,12.1486
12.3771,12.4886,12.1771,77073663,951674761.3,-0.0719,12.2586
12.36,12.5171,12.1529,171484861,2116694801,-0.0233,12.3729
12.4886,12.5786,12.1029,241571472,2993078590,0.059966667,12.3271
12.2814,12.5343,12.1914,151882756,1873580113,-0.282366667,12.1929
12.2686,13.0057,12.1657,186493916,2327444072,-0.2976,12.9643
13.31,13.74,13.2443,295313079,3966477933,0.009033333,13.5114
13.7071,13.8814,13.1986,322269807,4381483615,0.153366667,13.2886
13.1157,13.2143,12.8943,188235446,2461134535,-0.0529,13.0014
12.9186,13.3071,12.8629,165691940,2158888655,0.0767,13.2429
13.3157,13.34,12.8771,136641371,1800605330,0.097133333,12.94
12.9229,12.9986,12.5071,153796556,1970062111,0.065233333,12.6657
12.6057,12.82,12.3357,199057520,2505563545,0.183333333,12.53
12.32,12.4643,12.1029,247659934,3045160506,0.319533333,12.19
11.51,12.0171,11.4357,457872307,5336165965,0.006166667,11.9114
12.0429,12.0543,11.4857,261745969,3104560213,0.2157,11.7614
11.7043,11.7143,11.1714,226902898,2616190414,-0.277166667,11.1714
11.3414,11.84,11.33,263382639,3029901203,-0.5114,11.8329
12.5771,12.8571,12.26,346849474,4358071148,0.073333333,12.6229
12.4029,12.8386,12.3571,189842367,2379269073,-0.084733333,12.6229
12.6943,12.9957,12.6143,173045232,2209458827,-0.0781,12.8057
12.8843,13.0786,12.82,152312766,1969043591,-0.231433333,12.9614
13.16,13.5714,13.0714,215327485,2856878940,0.109966667,13.4571
13.2986,13.4771,13.2286,147435794,1966021911,0.1557,13.2857
13.2286,13.3743,12.8586,162829079,2141826567,-0.0167,12.8757
12.7286,13.1429,12.7,139474412,1793245761,-0.0895,13.0729
13.1314,13.34,12.8971,145716034,1912207228,-0.038533333,13.2829
13.3171,13.75,13.3,200979860,2704324702,-0.101433333,13.3643
13.2529,13.8929,13.2314,183652475,2471790905,-0.1819,13.78
13.86,14.2857,13.8571,168558791,2359980396,-0.1462,14.2457
14.2857,14.7143,14.2143,177365003,2554901483,0.279066667,14.6443
14.4757,14.6443,13.8657,209533933,3002320928,0.117633333,13.9757
13.7671,14.0443,13.6814,167746370,2320088860,-0.069533333,13.8314
13.69,14.25,13.69,201814681,2800515057,0.018566667,14.1814
14.1414,14.2771,14.0171,151509865,2143137342,0.3295,14.1657
13.8386,13.8629,13.4686,165083150,2265496598,-0.017133333,13.5043
13.5786,13.6929,13.2457,170427301,2301745680,0.2252,13.4814
13.3386,13.4643,12.8729,225369758,2980575148,0.0324,12.9486
12.7714,13.2,12.7143,187457606,2417309569,0.180966667,13.0286
13.0929,13.1429,12.3586,188048546,2419206935,-0.1809,12.4214
12.4926,12.9843,12.4286,188977377,2387760655,-0.024733333,12.8929
12.8371,13.2743,12.75,204340911,2646991293,0.053833333,13.0229
13.1429,13.2743,12.7086,154262896,2011886405,0.054266667,12.7414
12.5614,13.0429,12.5243,175892553,2235512265,0.1219,12.7586
12.5886,13.0286,12.5243,190821317,2426070421,-0.0676,12.5629
12.7043,12.9629,12.5543,180208824,2295950522,-0.219533333,12.6243
12.8829,13.2529,12.7786,185184916,2402119965,0.144766667,13.0243
12.9229,13.1243,12.6357,176268943,2272864632,0.192366667,12.6914
12.62,12.6286,11.7614,252464176,3114566385,0.1576,12.1857
12.0257,12.5143,11.7957,172664572,2091296030,-0.346533333,11.8729
12.1243,12.7386,12.0514,210609903,2591505714,-0.249266667,12.6611
12.83,13.4386,12.7971,211265803,2751082160,-0.185233333,13.24
13.2714,13.7971,13.1429,191903658,2572238251,0.0224,13.7643
13.7571,13.8857,13.5729,150196035,2063478240,-0.004266667,13.7043
13.79,13.9129,13.4543,199275710,2733876751,-0.193333333,13.6314
13.6057,14.2414,13.5814,196633489,2715410166,-0.100533333,14.2371
14.2729,14.7829,14.2457,198944400,2871530312,-0.020433333,14.5029
14.55,14.7429,14.3214,124763767,1813828121,-0.021,14.5171
14.5843,14.73,14.3671,173832242,2531078565,-0.342366667,14.5129
14.6729,15.4514,14.5357,164570889,2449911968,0.1171,15.38
15.1943,15.6343,15.0553,160153538,2449489641,-0.0509,15.2144
15.3686,15.48,14.8371,161536458,2459968720,-0.224733333,15.2129
15.4043,15.7114,15.3686,153435286,2377443955,0.2219,15.6957
15.4614,15.5043,15.2,122933267,1891766775,0.223833333,15.2643
14.93,15.0014,14.6586,125643668,1867483719,-0.075733333,14.9271
15.0643,15.35,15,142364363,2155125964,-0.120966667,15.0171
14.87,15.5714,14.8414,147108264,2220491366,-0.260733333,15.5271
15.735,16.3929,15.6829,202481851,3226939761,-0.2267,16.1014
16.3129,16.59,16.2171,158300497,2591906804,-0.067133333,16.57
16.42,16.9643,16.1829,164155719,2712246452,0.2557,16.9214
16.6471,16.6671,16.3129,133882460,2214732744,-0.0833,16.4286
16.49,16.6843,16.3686,113748074,1878469818,-0.254766667,16.6171
16.9171,17.1429,16.8514,132462300,2247947047,-0.051933333,17.0814
17.1443,17.2829,17,97228559,1666730850,0.121933333,17.1743
17.0814,17.1671,16.75,113484664,1929182546,0.084733333,16.9014
16.7429,16.8929,16.5371,103148111,1725079953,-0.255233333,16.8057
17.0271,17.5929,16.97,148303024,2550317669,-0.080933333,17.35
17.3114,17.75,17.1786,124315697,2164750670,0.2195,17.6314
17.39,17.57,17.0229,116580275,2020060259,0.016666667,17.2143
16.9843,17.4486,16.9429,117231065,2007613250,-0.029533333,17.3943
17.5186,17.9071,17.3143,227250308,3995060415,-0.428566667,17.3586
18.0886,18.1714,17.6443,235733821,4235688869,0.107633333,17.9143
17.8057,17.8771,17.5671,135039841,2396952676,0.0081,17.7
17.5571,17.8571,17.5229,120175476,2120580397,0.105166667,17.8186
17.6214,18.03,17.6086,113722244,2018948905,-0.104066667,17.7003
17.8357,18.1214,17.69,114451504,2046663760,-0.0843,17.8771
18.0314,18.1429,17.8457,124463957,2241180986,-0.0657,17.9757
17.9714,18.2786,17.9714,99359990,1795812587,-0.277633333,18.1771
18.32,18.8929,18.24,151861476,2807053081,-0.015266667,18.8671
18.8214,18.98,18.7314,99506710,1875130978,-0.0195,18.9586
19.0471,19.0714,18.6029,118349806,2237655562,0.171933333,18.9286
18.9043,18.9129,18.2714,132601950,2479152578,-0.005266667,18.4371
18.4343,18.7477,18.0371,116971365,2153017834,0.068566667,18.4557
18.1957,18.7086,18.16,101125320,1856131653,0.2457,18.51
18.5086,18.53,17.6071,151725046,2763707115,0.2924,17.7743
17.6014,17.7171,17.0543,148275794,2588539501,-0.178566667,17.07
17.1114,17.6471,17.1,111421483,1926050325,0.055233333,17.5643
17.4743,17.8029,17.3729,91651797,1608492092,-0.2638,17.4886
17.6757,18.1,17.3671,114343634,2025513624,-0.046133333,18.0929
18.1171,18.4729,17.9629,92880788,1688972113,0.066633333,18.2071
18.2329,18.4586,17.9,96968859,1764558489,0.114733333,17.9814
17.8786,18.1114,17.5557,101845901,1817803354,0.0862,17.74
17.7214,17.74,17.3929,74476662,1312137279,-0.501933333,17.5
17.8229,18.69,17.7929,158127877,2862420288,-0.155666667,18.6829
18.8257,19.2829,18.7014,161564318,3059489635,-0.115266667,19.0071
19.0643,19.3414,18.8614,121524446,2319784201,-0.050466667,19.2957
19.3414,19.4143,19.1214,113932874,2198034781,-0.2,19.4014
19.4957,19.9986,19.4286,112631574,2212192991,0.010466667,19.9071
19.8557,20.1914,19.7643,113339554,2259665800,-0.093833333,19.9271
20,20.1586,19.8671,140628992,2813784562,-0.093833333,20.1357
20.0186,20.5971,20.0057,136628071,2760861648,-0.119033333,20.5343
20.7586,20.9143,20.4586,157944127,3271101842,0.0795,20.6671
20.5457,20.6043,19.9186,232466290,4732130292,0.0557,20.55
20.5443,20.6514,20.0786,168830811,3448329921,0.1386,20.3886
20.3257,20.3357,19.7571,171935452,3462694036,0.0476,20.0357
19.9357,20.2229,19.7929,131030729,2618496250,0.196233333,19.9929
19.83,19.8714,19.4343,140437822,2768296303,0.0876,19.5671
19.43,19.5614,19.27,134866380,2619168037,-0.039566667,19.4414
19.5229,19.7814,19.4429,127728478,2501230148,0.021433333,19.4786
19.5243,19.6357,19.2186,142609713,2775118464,-0.0395,19.3686
19.4443,19.7143,19.37,106257722,2073038569,-0.275733333,19.4114
19.7243,19.9286,19.5571,179965364,3551916401,0.0438,19.9257
20.0957,20.2229,19.4757,158185627,3152866279,0.2062,19.6243
19.4857,19.5643,18.9829,176249623,3409425582,-0.172366667,19.1443
19.3457,19.6429,19.2657,120973196,2349069617,-0.150966667,19.46
19.3929,20.0286,19.3157,147042254,2878950094,-0.119533333,19.98
19.97,20.5086,19.9629,109599663,2208122677,-0.026166667,20.3486
20.4943,20.5643,20.22,141781543,2896058154,-0.050966667,20.2814
20.3686,20.5429,20.2571,108476513,2211785478,-0.070033333,20.3471
20.5,20.6657,20.36,103483971,2122307918,0.209033333,20.4043
20.1786,20.4043,19.97,92381898,1864663944,0.130033333,20.0029
19.8143,19.8557,19.4643,124447017,2453029079,0.159,19.8014
